Peak Coordinates,Length,TSSGenomicPosition,NearestTSS,DistanceToTSS,Proximal/Distal,AveragePrenatal,AverageInfant,AverageOld,LogRatio,Ttest,Direction
chr11:57249562-57251087,1525,57228338,RTN4RL2,21224,Distal,0.017405573,0.013569692,0.007428115,1.126860845,0.003096427,Down
chr13:113655144-113657233,2089,113633654,MCF2L,21490,Distal,0.035198103,0.029257835,0.014986244,1.179083114,0.005826664,Down
chr11:124712624-124713635,1011,124735304,ROBO3,21669,Distal,0.013994918,0.015527759,0.005376856,1.233556297,0.033520176,Down
chr20:2538921-2540107,1186,2517252,TMC2,21669,Distal,0.025912445,0.014928283,0.007203358,1.71398708,0.01772099,Down
chr16:3207365-3209439,2074,3185133,ZNF213,22232,Distal,0.023941628,0.015534475,0.005531865,1.932988855,0.002795066,Down
chr1:29585675-29587705,2030,29563027,PTPRU,22648,Distal,0.020512381,0.014401992,0.008011346,1.255352669,0.039333597,Down
chr19:15288072-15289096,1024,15311792,NOTCH3,22696,Distal,0.015181653,0.011966395,0.005837956,1.242722041,0.008363872,Down
chr19:266689-267696,1007,291169,PPAP2C,23473,Distal,0.030023462,0.027301711,0.013275541,1.119814316,0.001909667,Down
chr13:113597124-113598853,1729,113622756,MCF2L,23903,Distal,0.031718867,0.024580221,0.010838817,1.466597877,0.009984394,Down
chr11:61322383-61323770,1387,61348298,SYT7,24528,Distal,0.011578982,0.008831149,0.004607836,1.165498946,0.041884492,Down
chrX:129065045-129067316,2271,129040096,UTP14A,24949,Distal,0.014632319,0.009435943,0.006149654,1.128586472,0.007961236,Down
chr20:62462766-62463802,1036,62436856,ZBTB46,25910,Distal,0.015757948,0.008494824,0.007184619,1.033858312,0.032894486,Down
chr1:158082845-158083898,1053,158110430,LOC646268,26532,Distal,0.014728932,0.016247344,0.006820256,1.008132936,0.016480778,Down
chr10:43248358-43251141,2783,43277953,BMS1,26812,Distal,0.020965863,0.010919567,0.002751831,2.549596477,0.009887991,Down
chr3:119041059-119042807,1748,119013219,ARHGAP31,27840,Distal,0.033132126,0.030175293,0.014708562,1.119579171,0.014643465,Down
chr13:25115201-25116562,1361,25086948,PARP4,28253,Distal,0.011586148,0.012705265,0.003567699,1.462297325,6.53E-07,Down
chr13:46785177-46786798,1621,46756459,LCP1,28718,Distal,0.02775487,0.021332845,0.010760402,1.289868961,0.023280284,Down
chr5:154061658-154063349,1691,154092461,LARP1,29112,Distal,0.029518506,0.023021777,0.012697544,1.155767126,0.00461393,Down
chr12:1638783-1641490,2707,1609656,LOC100292680,29127,Distal,0.020883292,0.008746301,0.002490614,2.648276855,0.005339219,Down
chr1:146543777-146544823,1046,146514599,LOC728989,29178,Distal,0.017863384,0.010304311,0.001756616,2.774618483,0.01410228,Down
chr17:980548-982744,2196,1012324,ABR,29580,Distal,0.028851571,0.013751986,0.00546968,2.206040643,0.007838334,Down
chr9:100849575-100850613,1038,100818958,NANS,30617,Distal,0.017495888,0.012109227,0.003147384,2.156930963,0.015010073,Down
chr7:140339036-140341811,2775,140372952,ADCK2,31141,Distal,0.031474843,0.026533328,0.015217849,1.001740051,0.007342415,Down
chr17:45866926-45867962,1036,45899147,OSBPL7,31185,Distal,0.020417868,0.017408386,0.004684255,1.913771845,0.001803918,Down
chr1:41283663-41284823,1160,41249683,KCNQ4,33980,Distal,0.014417053,0.012434692,0.00576243,1.18891333,0.015302491,Down
chr11:44748022-44750485,2463,44785975,TSPAN18,35490,Distal,0.022906705,0.012622539,0.004341901,2.161990092,0.028414244,Down
chr2:25438654-25439682,1028,25475180,DNMT3A,35498,Distal,0.014612495,0.012363549,0.006094812,1.137864689,0.041174395,Down
chr8:144852395-144854521,2126,144816309,LOC100128338,36086,Distal,0.022186591,0.021706644,0.008914626,1.22566048,0.021372189,Down
chr6:26321908-26323106,1198,26285727,HIST1H4H,36181,Distal,0.020645124,0.020459405,0.00800079,1.26591846,0.000439044,Down
chr15:81702658-81704128,1470,81666418,TMC3,36240,Distal,0.017942806,0.00919832,0.002810383,2.313642172,0.011046435,Down
chr11:59324205-59325527,1322,59362631,MIR3162,37104,Distal,0.010529066,0.007475021,0.003680943,1.300404575,0.024260853,Down
chr3:14257661-14258766,1105,14220227,LSM3,37434,Distal,0.015558635,0.010254967,0.003472065,1.888570738,0.008162028,Down
chr1:2245487-2246645,1158,2284100,LOC100129534,37455,Distal,0.015018623,0.009059782,0.00395859,1.691748322,0.019263582,Down
chr10:22764343-22765872,1529,22726858,LOC100499489,37485,Distal,0.023759246,0.022058386,0.010388264,1.120419544,0.007706453,Down
chr7:105278024-105280036,2012,105319609,ATXN7L1,39573,Distal,0.022174452,0.015693716,0.008841316,1.235612114,0.038120929,Down
chr3:120003204-120004689,1485,119963142,GPR156,40062,Distal,0.021519858,0.015694424,0.008150385,1.299293402,0.001405561,Down
chr1:146556028-146557210,1182,146514599,LOC728989,41429,Distal,0.0163958,0.013749572,0.00292358,2.148496306,3.68E-19,Down
chr7:6703290-6704563,1273,6746566,ZNF12,42003,Distal,0.018390178,0.015669575,0.007620718,1.169446045,0.0024027,Down
chr18:13868242-13869688,1446,13825542,MC5R,42700,Distal,0.020796816,0.018479179,0.009255171,1.08776582,0.010952962,Down
chr12:31269846-31274273,4427,31226778,DDX11,43068,Distal,0.023210204,0.010612347,0.003314758,2.488263633,0.000130854,Down
chr13:25620647-25622103,1456,25670275,PABPC3,48172,Distal,0.027750379,0.020620827,0.005057766,2.24672325,0.000583489,Down
chr3:14642904-14645031,2127,14693252,C3orf19,48221,Distal,0.017923117,0.011330737,0.008061297,1.062360278,0.012037166,Down
chr12:133136035-133138716,2681,133187037,LOC645277,48321,Distal,0.025876571,0.012594981,0.007407307,1.676633499,0.0393483,Down
chr7:22589045-22590227,1182,22539901,MGC87042,49144,Distal,0.025229369,0.02216798,0.008061725,1.533325435,0.017899475,Down
chr7:50467312-50468479,1167,50518088,FIGNL1,49609,Distal,0.018760455,0.016193596,0.00820552,1.102045014,0.027978623,Down
chr19:17716435-17717798,1363,17666510,GLT25D1,49925,Distal,0.014154583,0.007801301,0.003401457,1.783700983,0.029946182,Down
chr8:49782299-49783403,1104,49833988,SNAI2,50585,Distal,0.014868936,0.011288514,0.004639283,1.492621829,0.001830176,Down
chr11:70561117-70564817,3700,70507923,SHANK2,53194,Distal,0.027704005,0.013325574,0.003360823,2.718579666,0.004987761,Down
chr14:103745049-103746366,1317,103800492,EIF5,54126,Distal,0.010418154,0.006599989,0.001512379,2.184203536,0.028731377,Down
chr8:145925124-145926758,1634,145980970,ZNF251,54212,Distal,0.020950983,0.009110626,0.003859174,2.175502678,0.012622751,Down
chr2:74210611-74213693,3082,74153952,DGUOK,56659,Distal,0.015944394,0.011771287,0.005868194,1.302805288,0.013117963,Down
chr2:74214188-74215905,1717,74273449,TET3,57544,Distal,0.01145856,0.007947544,0.003188965,1.57247154,0.042758423,Down
chr4:155253560-155254805,1245,155312449,DCHS2,57644,Distal,0.029512268,0.027515485,0.011323789,1.307943573,0.014722098,Down
chr14:103739452-103740768,1316,103800492,EIF5,59724,Distal,0.019129178,0.017094235,0.005450395,1.641828928,0.031975147,Down
chr1:46329718-46331677,1959,46269284,MAST2,60434,Distal,0.010014258,0.005411575,0.003509808,1.288234431,0.019354954,Down
chr19:6215746-6218393,2647,6279959,MLLT1,61566,Distal,0.011170938,0.012385602,0.004029968,1.27481933,0.025525407,Down
chr22:42760567-42766156,5589,42828401,NFAM1,62245,Distal,0.032070871,0.017445409,0.01181055,1.368228634,9.64E-27,Down
chr2:739685-741392,1707,677439,TMEM18,62246,Distal,0.054188594,0.027574795,0.01176716,2.111932479,0.003440838,Down
chr2:741562-742742,1180,677439,TMEM18,64123,Distal,0.011555294,0.002923526,0.001572332,2.287146757,0.013204196,Down
chr1:161409501-161410656,1155,161475204,FCGR2A,64548,Distal,0.025025889,0.01592687,0.00300071,2.701619386,0.010210387,Down
chr12:121903512-121906073,2561,121837901,RNF34,65611,Distal,0.024262512,0.013335849,0.006716828,1.710918232,0.029650452,Down
chr1:228462945-228464586,1641,228395860,OBSCN,67085,Distal,0.01626855,0.018129918,0.007537977,1.016180816,0.043512958,Down
chr3:193921603-193922724,1121,193853933,HES1,67670,Distal,0.015848434,0.013942894,0.006366324,1.193597721,0.03203163,Down
chr12:30975173-30976411,1238,30907448,CAPRIN2,67725,Distal,0.019580121,0.011477327,0.006919661,1.377740855,0.013364905,Down
chr6:130685966-130688738,2772,130758261,TMEM200A,69523,Distal,0.034982206,0.025504533,0.011790985,1.492156254,0.005408185,Down
chr3:114172622-114174332,1710,114102489,ZBTB20,70133,Distal,0.022913589,0.019348611,0.008758053,1.293165426,0.017711811,Down
chr13:113548140-113550193,2053,113622756,MCF2L,72563,Distal,0.01438401,0.009003823,0.003649566,1.726263731,0.008608656,Down
chr12:101110529-101112412,1883,101188373,ANO4,75961,Distal,0.017433266,0.011843566,0.00544122,1.516905854,0.012948512,Down
chr18:45533970-45535211,1241,45457515,SMAD2,76455,Distal,0.023377141,0.012733467,0.004827246,2.064642701,0.014920381,Down
chr17:36665534-36667992,2458,36584719,ARHGAP23,80815,Distal,0.015557498,0.012073975,0.006516383,1.139374153,0.033782341,Down
chr11:16945947-16947866,1919,17035963,PLEKHA7,88097,Distal,0.027914506,0.019317444,0.012295344,1.120872391,0.019131907,Down
chr17:77903746-77905171,1425,77813213,CBX4,90533,Distal,0.02134427,0.017262934,0.006056194,1.66294271,1.60E-12,Down
chr6:155315982-155317792,1810,155411422,TIAM2,93630,Distal,0.020767957,0.013454404,0.005577732,1.726543901,0.019956895,Down
chr11:123300778-123302177,1399,123396527,GRAMD1B,94350,Distal,0.016540931,0.016076646,0.006932334,1.144908065,0.029572127,Down
chr20:58410720-58412310,1590,58507209,SYCP2,94899,Distal,0.01299966,0.005737614,0.001286177,2.614383025,0.02137272,Down
chr17:70215456-70216667,1211,70117160,SOX9,98296,Distal,0.010749344,0.008474945,0.00192511,2.006017376,0.000703303,Down
chr13:109147249-109149716,2467,109248499,MYO16,98783,Distal,0.043136133,0.034176812,0.015042855,1.460029303,0.000547878,Down
chr4:56914623-56918000,3377,56815036,CEP135,99587,Distal,0.035186357,0.028996226,0.016673825,1.033831554,2.75E-11,Down
chr22:17849382-17851192,1810,17956627,CECR2,105435,Distal,0.010714729,0.01051398,0.004142648,1.18774028,0.006495104,Down
chr11:2611800-2613170,1370,2721228,KCNQ1OT1,108058,Distal,0.014351765,0.007539087,0.001137659,2.844300896,0.005932022,Down
chr1:41826357-41833103,6746,41950344,EDN2,117241,Distal,0.032989225,0.027612795,0.013403831,1.238624867,0.000224023,Down
chr1:165204409-165205755,1346,165325478,LMX1A,119723,Distal,0.012428224,0.011157165,0.00415114,1.382304976,2.86E-06,Down
chrX:130838267-130839573,1306,130964671,LOC286467,125098,Distal,0.010457893,0.005104645,0.003243947,1.432863388,2.31E-06,Down
chr20:19737765-19740133,2368,19870209,RIN2,130076,Distal,0.046333521,0.03876312,0.019370163,1.216404699,4.61E-06,Down
chr2:173099180-173100575,1395,172967478,DLX2,131702,Distal,0.022586301,0.019883041,0.006256236,1.700655966,0.000161782,Down
chr9:128169991-128171193,1202,128024110,GAPVD1,145881,Distal,0.015985205,0.013957333,0.006023551,1.274006002,0.019470969,Down
chr3:69590740-69592437,1697,69435430,FRMD4B,155310,Distal,0.035111124,0.030970312,0.012921922,1.375084934,0.016352598,Down
chr15:31774882-31776587,1705,31619082,KLF13,155800,Distal,0.012654239,0.01165163,0.005709379,1.025097801,0.02227503,Down
chr10:14214195-14216754,2559,14372866,FRMD4A,156112,Distal,0.024052771,0.019874191,0.009952867,1.193661594,0.023269933,Down
chr1:181286129-181288690,2561,181452715,CACNA1E,164025,Distal,0.023690408,0.018230767,0.006016072,1.815215264,0.018631666,Down
chr10:14645125-14647225,2100,14478574,MIR1265,166551,Distal,0.022643153,0.022658161,0.008046388,1.386008704,0.002416205,Down
chr2:467718-468797,1079,288308,FAM150B,179410,Distal,0.021170564,0.019672359,0.009029422,1.144406959,0.033327658,Down
chr3:73479479-73483417,3938,73674072,PDZRN3,190655,Distal,0.014211977,0.005681768,0.00261732,2.072214358,0.029858956,Down
chr3:64428439-64431675,3236,64211131,PRICKLE2,217308,Distal,0.04659048,0.040963601,0.018468095,1.28956126,7.24E-17,Down
chr8:1011489-1014394,2905,1250827,LOC286083,236433,Distal,0.028339055,0.02119318,0.012356235,1.135308999,0.035760915,Down
chr1:5804406-5806065,1659,6052357,KCNAB2,246292,Distal,0.020235353,0.015930697,0.007359337,1.345007674,0.039879884,Down
chr19:23299394-23300547,1153,23578269,ZNF91,277722,Distal,0.030099315,0.029605868,0.008140502,1.766537443,0.001830912,Down
chr19:23253131-23254620,1489,22952784,ZNF99,300347,Distal,0.011997304,0.007633866,0.002199031,2.022505313,0.021097842,Down
chr2:134022446-134025233,2787,134326031,NCKAP5,300798,Distal,0.03507908,0.032532566,0.013445828,1.320509624,0.004677639,Down
chr19:23257518-23258919,1401,22952784,ZNF99,304734,Distal,0.051374121,0.037834675,0.012145966,1.99423394,0.000148264,Down
chr4:82964128-82966354,2226,83295149,HNRNPD,328795,Distal,0.034734165,0.028601378,0.013827794,1.269000074,0.000407679,Down
chr8:49292251-49293758,1507,49647870,EFCAB1,354112,Distal,0.014182292,0.01256338,0.005315922,1.265324385,0.022638812,Down
